".model","date","value","real.value"
"prophet4",2014 W17,N(0.097, 0.0011),NA
"prophet4",2014 W18,N(0.09, 0.0017),NA
"prophet4",2014 W19,N(0.16, 0.0015),NA
"prophet4",2014 W20,N(0.14, 0.002),NA
"prophet4",2014 W21,N(0.12, 0.0014),NA
"prophet4",2014 W22,N(0.1, 0.0013),NA
"prophet4",2014 W23,N(-0.0044, 0.0012),0.11368331311368
"prophet4",2014 W24,N(-0.0092, 0.0014),-0.0148550200744242
"prophet4",2014 W25,N(-0.03, 0.0014),-0.00682954426259228
"prophet4",2014 W26,N(-0.13, 0.00088),0.106472353400305
"prophet4",2014 W27,N(-0.12, 0.00094),NA
"prophet4",2014 W28,N(-0.12, 0.00061),NA
"prophet4",2014 W29,N(-0.16, 0.00078),NA
"prophet4",2014 W30,N(-0.15, 0.0013),NA
"prophet4",2014 W31,N(-0.1, 0.002),NA
"prophet4",2014 W32,N(-0.13, 0.0016),NA
"prophet4",2014 W33,N(-0.17, 0.0019),NA
"prophet4",2014 W34,N(-0.17, 0.0012),NA
"prophet4",2014 W35,N(-0.22, 0.0013),NA
"prophet4",2014 W36,N(-0.21, 0.0012),NA
"prophet4",2014 W37,N(-0.17, 0.0023),NA
"prophet4",2014 W38,N(-0.21, 0.0016),NA
"prophet4",2014 W39,N(-0.18, 0.0026),NA
"prophet4",2014 W40,N(-0.13, 0.0011),NA
"prophet4",2014 W41,N(-0.06, 0.001),NA
"prophet4",2014 W42,N(0.0098, 0.0013),NA
"prophet4",2014 W43,N(0.078, 0.00095),NA
"prophet4",2014 W44,N(0.2, 0.0013),NA
"prophet4",2014 W45,N(0.2, 0.0015),NA
"prophet4",2014 W46,N(0.31, 0.0013),NA
"prophet4",2014 W47,N(0.3, 0.0017),NA
"prophet4",2014 W48,N(0.29, 0.001),NA
"prophet4",2014 W49,N(0.25, 0.0013),NA
"prophet4",2014 W50,N(0.23, 0.0022),NA
"prophet4",2014 W51,N(0.12, 0.0013),NA
"prophet4",2014 W52,N(0.12, 0.0012),NA
"prophet4",2015 W01,N(0.11, 0.00093),NA
"prophet4",2015 W02,N(0.02, 0.0014),NA
"prophet4",2015 W03,N(-0.039, 0.0011),NA
"prophet4",2015 W04,N(-0.074, 0.00071),NA
"prophet4",2015 W05,N(-0.1, 0.0017),NA
"prophet4",2015 W06,N(-0.15, 0.0011),NA
"prophet4",2015 W07,N(-0.19, 0.0017),NA
"prophet4",2015 W08,N(-0.11, 0.00093),NA
"prophet4",2015 W09,N(-0.1, 0.0014),NA
"prophet4",2015 W10,N(-0.079, 0.0012),NA
"prophet4",2015 W11,N(-0.065, 0.0013),NA
"prophet4",2015 W12,N(-0.02, 0.0014),NA
"prophet4",2015 W13,N(0.27, 0.00068),NA
"prophet4",2015 W14,N(0.027, 0.001),NA
"prophet4",2015 W15,N(0.054, 0.0012),NA
"prophet4",2015 W16,N(0.12, 5e-04),NA
"prophet4",2015 W17,N(0.14, 0.0019),NA
"prophet4",2015 W18,N(0.13, 0.0012),NA
"prophet4",2015 W19,N(0.2, 0.0015),NA
"prophet4",2015 W20,N(0.14, 0.0015),NA
"prophet4",2015 W21,N(0.048, 0.0011),NA
"prophet4",2015 W22,N(0.084, 0.0018),NA
"prophet4",2015 W23,N(0.00068, 0.0011),-0.0168307014949528
"prophet4",2015 W24,N(0.042, 0.0016),0.0138649795163892
"prophet4",2015 W25,N(-0.011, 0.0017),0.0253969670650056
"prophet4",2015 W26,N(0.041, 0.0019),0.0237619386504425
"prophet4",2015 W27,N(-0.078, 0.0014),NA
"prophet4",2015 W28,N(-0.04, 0.0013),NA
"prophet4",2015 W29,N(-0.066, 0.0014),NA
"prophet4",2015 W30,N(-0.082, 0.0012),NA
"prophet4",2015 W31,N(-0.057, 0.0017),NA
"prophet4",2015 W32,N(-0.14, 0.00054),NA
"prophet4",2015 W33,N(-0.11, 0.0023),NA
"prophet4",2015 W34,N(-0.15, 0.0016),NA
"prophet4",2015 W35,N(-0.17, 0.0016),NA
"prophet4",2015 W36,N(-0.19, 0.001),NA
"prophet4",2015 W37,N(-0.17, 0.0012),NA
"prophet4",2015 W38,N(-0.16, 0.0011),NA
"prophet4",2015 W39,N(-0.15, 0.00067),NA
"prophet4",2015 W40,N(-0.078, 0.0014),NA
"prophet4",2015 W41,N(-0.12, 0.0015),NA
"prophet4",2015 W42,N(0.069, 0.00076),NA
"prophet4",2015 W43,N(0.1, 0.00067),NA
"prophet4",2015 W44,N(0.21, 0.00076),NA
"prophet4",2015 W45,N(0.24, 0.002),NA
"prophet4",2015 W46,N(0.38, 0.00078),NA
"prophet4",2015 W47,N(0.38, 0.0014),NA
"prophet4",2015 W48,N(0.32, 0.00054),NA
"prophet4",2015 W49,N(0.27, 0.0015),NA
"prophet4",2015 W50,N(0.22, 0.0011),NA
"prophet4",2015 W51,N(0.13, 0.00095),NA
"prophet4",2015 W52,N(0.14, 0.0011),NA
"prophet4",2015 W53,N(0.22, 0.001),NA
"prophet4",2016 W01,N(0.3, 0.00076),NA
"prophet4",2016 W02,N(-0.037, 0.0012),NA
"prophet4",2016 W03,N(-0.082, 0.0015),NA
"prophet4",2016 W04,N(-0.047, 0.00097),NA
"prophet4",2016 W05,N(-0.084, 0.0015),NA
"prophet4",2016 W06,N(-0.13, 0.0018),NA
"prophet4",2016 W07,N(-0.15, 0.0011),NA
"prophet4",2016 W08,N(0.28, 0.0019),NA
"prophet4",2016 W09,N(-0.083, 0.0014),NA
"prophet4",2016 W10,N(-0.071, 0.0013),NA
"prophet4",2016 W11,N(-0.096, 0.0017),NA
"prophet4",2016 W12,N(-0.048, 0.002),NA
"prophet4",2016 W13,N(-0.17, 0.0013),NA
"prophet4",2016 W14,N(0.026, 0.0016),NA
"prophet4",2016 W15,N(0.07, 0.0015),NA
"prophet4",2016 W16,N(0.06, 0.001),NA
"prophet4",2016 W17,N(0.11, 0.0015),NA
"prophet4",2016 W18,N(0.16, 0.0022),NA
"prophet4",2016 W19,N(0.13, 0.0019),NA
"prophet4",2016 W20,N(0.094, 0.0016),NA
"prophet4",2016 W21,N(0.093, 8e-04),NA
"prophet4",2016 W22,N(0.0078, 0.0012),-0.0453251996155423
"prophet4",2016 W23,N(-0.0039, 9e-04),-0.0151919748291175
"prophet4",2016 W24,N(-0.062, 0.0011),0.0313969387818536
"prophet4",2016 W25,N(-0.099, 0.001),-0.0530731214152146
"prophet4",2016 W26,N(-0.11, 0.0011),NA
"prophet4",2011 W12,N(-0.15, 0.00042),-0.146706229011636
"prophet4",2011 W13,N(-0.14, 0.00062),-0.158569186983694
"prophet4",2011 W14,N(-0.13, 0.00027),-0.118919508195555
"prophet4",2011 W15,N(-0.082, 0.00061),-0.163214475422975
"prophet4",2011 W16,N(-0.08, 0.00057),-0.0545663525673473
"prophet4",2011 W17,N(-0.056, 0.00065),-0.0830249524607114
"prophet4",2011 W18,N(-0.022, 0.00033),-0.0284599575097469
"prophet4",2011 W19,N(-0.012, 0.00043),-0.0350025838525277
"prophet4",2011 W20,N(0.016, 0.00025),0.0133256700414212
"prophet4",2011 W21,N(0.043, 0.00049),0.068398172742853
"prophet4",2011 W22,N(0.11, 0.00068),0.112289825050807
"prophet4",2011 W23,N(0.13, 0.00044),0.15531012401208
"prophet4",2011 W24,N(0.16, 0.00034),0.139638941910049
"prophet4",2011 W25,N(0.18, 0.00033),0.180836780833675
"prophet4",2011 W26,N(0.2, 0.00048),0.181254141903629
"prophet4",2011 W27,N(0.21, 0.00064),0.207701495461754
"prophet4",2011 W28,N(0.21, 3e-04),0.215281668138467
"prophet4",2011 W29,N(0.22, 0.00071),0.22286184081518
"prophet4",2011 W30,N(0.21, 6e-04),0.230442013491893
"prophet4",2011 W31,N(0.2, 0.00055),0.238022186168606
"prophet4",2011 W32,N(0.19, 0.00062),0.198983441348864
"prophet4",2011 W33,N(0.17, 0.00067),0.171413716220834
"prophet4",2011 W34,N(0.16, 0.00041),0.18350506752969
"prophet4",2011 W35,N(0.16, 0.00054),0.195596418838547
"prophet4",2011 W36,N(0.13, 0.00036),0.113153637301401
"prophet4",2011 W37,N(0.13, 0.00048),0.176566054270928
"prophet4",2011 W38,N(0.13, 0.00069),0.110252322048632
"prophet4",2011 W39,N(0.11, 0.00058),0.0439385898263363
"prophet4",2011 W40,N(0.12, 0.00057),0.163892221457182
"prophet4",2011 W41,N(0.12, 0.00054),0.143555165833024
"prophet4",2011 W42,N(0.12, 0.00054),0.133926869990872
"prophet4",2011 W43,N(0.12, 0.00027),0.12429857414872
"prophet4",2011 W44,N(0.14, 0.00047),0.114670278306568
"prophet4",2011 W45,N(0.14, 0.00029),0.146786201262218
"prophet4",2011 W46,N(0.13, 0.00071),0.17628731618038
"prophet4",2011 W47,N(0.13, 0.00038),0.100048255641207
"prophet4",2011 W48,N(0.13, 0.00097),0.104944395592254
"prophet4",2011 W49,N(0.11, 0.00045),0.0845919836224367
"prophet4",2011 W50,N(0.074, 0.00024),0.0642395716526199
"prophet4",2011 W51,N(0.058, 0.00068),0.043887159682803
"prophet4",2011 W52,N(0.036, 0.00048),-0.00222907439015087
"prophet4",2012 W01,N(-0.011, 0.00064),-0.0369631050709826
"prophet4",2012 W02,N(-0.046, 0.00038),-0.0839439278576476
"prophet4",2012 W03,N(-0.084, 0.00077),-0.0714653101031914
"prophet4",2012 W04,N(-0.12, 0.00058),-0.134721562694458
"prophet4",2012 W05,N(-0.13, 0.00069),-0.122634743006939
"prophet4",2012 W06,N(-0.16, 5e-04),-0.130437095815974
"prophet4",2012 W07,N(-0.17, 0.00086),-0.238252814768376
"prophet4",2012 W08,N(-0.18, 6e-04),-0.187081040522718
"prophet4",2012 W09,N(-0.17, 0.00066),-0.16448399573143
"prophet4",2012 W10,N(-0.17, 0.00057),-0.175366209864545
"prophet4",2012 W11,N(-0.16, 0.00041),-0.20733395673977
"prophet4",2012 W12,N(-0.16, 0.00046),-0.169089841932254
"prophet4",2012 W13,N(-0.14, 0.00041),-0.13027812397573
"prophet4",2012 W14,N(-0.12, 0.00042),-0.140470746189269
"prophet4",2012 W15,N(-0.12, 0.00033),-0.127320227231411
"prophet4",2012 W16,N(-0.088, 0.00022),-0.133783664931529
"prophet4",2012 W17,N(-0.06, 4e-04),-0.0612704314044318
"prophet4",2012 W18,N(-0.044, 0.00061),-0.0488260039625376
"prophet4",2012 W19,N(-0.0052, 0.00073),NA
"prophet4",2012 W20,N(0.016, 0.00065),NA
"prophet4",2012 W21,N(0.04, 0.00076),NA
"prophet4",2012 W22,N(0.089, 0.00065),0.0741511632346014
"prophet4",2012 W23,N(0.12, 0.00042),0.0413296888820184
"prophet4",2012 W24,N(0.16, 0.00045),0.0465760088479423
"prophet4",2012 W25,N(0.18, 0.00061),0.0306700078231459
"prophet4",2012 W26,N(0.19, 0.00033),0.0182703642167066
"prophet4",2012 W27,N(0.22, 0.00081),NA
"prophet4",2012 W28,N(0.22, 0.00053),NA
"prophet4",2012 W29,N(0.22, 6e-04),NA
"prophet4",2012 W30,N(0.21, 0.00021),NA
"prophet4",2012 W31,N(0.21, 0.00056),NA
"prophet4",2012 W32,N(0.2, 0.00056),NA
"prophet4",2012 W33,N(0.18, 5e-04),NA
"prophet4",2012 W34,N(0.17, 0.00083),NA
"prophet4",2012 W35,N(0.16, 0.00058),NA
"prophet4",2012 W36,N(0.14, 0.00032),NA
"prophet4",2012 W37,N(0.13, 0.00052),NA
"prophet4",2012 W38,N(0.12, 0.00071),NA
"prophet4",2012 W39,N(0.1, 0.00076),NA
"prophet4",2012 W40,N(0.11, 0.00047),NA
"prophet4",2012 W41,N(0.1, 0.00035),NA
"prophet4",2012 W42,N(0.14, 0.00036),NA
"prophet4",2012 W43,N(0.12, 0.00051),NA
"prophet4",2012 W44,N(0.12, 0.00067),NA
"prophet4",2012 W45,N(0.12, 0.00064),NA
"prophet4",2012 W46,N(0.15, 0.00029),NA
"prophet4",2012 W47,N(0.14, 0.00072),NA
"prophet4",2012 W48,N(0.14, 0.00032),NA
"prophet4",2012 W49,N(0.13, 0.00056),NA
"prophet4",2012 W50,N(0.11, 0.00053),NA
"prophet4",2012 W51,N(0.077, 0.00039),NA
"prophet4",2012 W52,N(0.048, 0.00046),NA
"prophet4",2013 W01,N(-0.01, 0.00038),NA
"prophet4",2013 W02,N(-0.043, 0.00067),NA
"prophet4",2013 W03,N(-0.08, 0.00023),NA
"prophet4",2013 W04,N(-0.11, 8e-04),NA
"prophet4",2013 W05,N(-0.13, 0.00057),NA
"prophet4",2013 W06,N(-0.15, 0.00054),NA
"prophet4",2013 W07,N(-0.17, 0.00064),NA
"prophet4",2013 W08,N(-0.17, 3e-04),NA
"prophet4",2013 W09,N(-0.17, 0.00058),NA
"prophet4",2013 W10,N(-0.16, 0.00032),NA
"prophet4",2013 W11,N(-0.16, 0.00049),NA
"prophet4",2013 W12,N(-0.14, 0.00029),NA
"prophet4",2013 W13,N(-0.13, 0.00058),NA
"prophet4",2013 W14,N(-0.12, 0.00059),NA
"prophet4",2013 W15,N(-0.1, 0.00063),NA
"prophet4",2013 W16,N(-0.07, 0.00072),NA
"prophet4",2013 W17,N(-0.048, 4e-04),NA
"prophet4",2013 W18,N(-0.031, 0.00085),NA
"prophet4",2013 W19,N(-0.0025, 0.00053),NA
"prophet4",2013 W20,N(0.032, 0.00044),NA
"prophet4",2013 W21,N(0.069, 0.00031),NA
"prophet4",2013 W22,N(0.11, 0.00045),NA
"prophet4",2013 W23,N(0.13, 0.00052),0.0141258082023952
"prophet4",2013 W24,N(0.16, 0.00032),0.020597661844786
"prophet4",2013 W25,N(0.17, 0.00069),0.00733844527003291
"prophet4",2013 W26,N(0.19, 6e-04),-0.00231361999076771
"prophet4",2013 W27,N(0.22, 0.00042),NA
"prophet4",2013 W28,N(0.22, 0.00052),NA
"prophet4",2013 W29,N(0.2, 0.00079),NA
"prophet4",2013 W30,N(0.2, 0.00057),NA
"prophet4",2013 W31,N(0.21, 0.00021),NA
"prophet4",2013 W32,N(0.19, 0.00026),NA
"prophet4",2013 W33,N(0.17, 0.00027),NA
"prophet4",2013 W34,N(0.17, 0.00057),NA
"prophet4",2013 W35,N(0.15, 0.00035),NA
"prophet4",2013 W36,N(0.14, 0.00061),NA
"prophet4",2013 W37,N(0.12, 6e-04),NA
"prophet4",2013 W38,N(0.11, 8e-04),NA
"prophet4",2013 W39,N(0.1, 0.00047),NA
"prophet4",2013 W40,N(0.1, 5e-04),NA
"prophet4",2013 W41,N(0.11, 0.00062),NA
"prophet4",2013 W42,N(0.095, 0.00063),NA
"prophet4",2013 W43,N(0.11, 0.00039),NA
"prophet4",2013 W44,N(0.12, 0.00039),NA
"prophet4",2013 W45,N(0.13, 0.00029),NA
"prophet4",2013 W46,N(0.15, 0.00055),NA
"prophet4",2013 W47,N(0.15, 6e-04),NA
"prophet4",2013 W48,N(0.15, 0.00034),NA
"prophet4",2013 W49,N(0.13, 0.00049),NA
"prophet4",2013 W50,N(0.12, 0.00036),NA
"prophet4",2013 W51,N(0.1, 0.00033),NA
"prophet4",2013 W52,N(0.06, 4e-04),NA
"prophet4",2014 W01,N(0.017, 0.00043),NA
"prophet4",2014 W02,N(-0.029, 0.00055),NA
"prophet4",2014 W03,N(-0.063, 0.00078),NA
"prophet4",2014 W04,N(-0.11, 4e-04),NA
"prophet4",2014 W05,N(-0.12, 0.00049),NA
"prophet4",2014 W06,N(-0.15, 0.00059),NA
"prophet4",2014 W07,N(-0.16, 0.00039),NA
"prophet4",2014 W08,N(-0.16, 0.00048),NA
"prophet4",2014 W09,N(-0.17, 8e-04),NA
"prophet4",2014 W10,N(-0.17, 6e-04),NA
"prophet4",2014 W11,N(-0.14, 8e-04),NA
"prophet4",2014 W12,N(-0.13, 0.00033),NA
"prophet4",2014 W13,N(-0.12, 0.00038),NA
"prophet4",2014 W14,N(-0.099, 0.00025),NA
"prophet4",2014 W15,N(-0.095, 0.00039),NA
"prophet4",2014 W16,N(-0.079, 0.00066),NA
"prophet4",2014 W17,N(-0.065, 0.00033),NA
"prophet4",2014 W18,N(-0.027, 0.00069),NA
"prophet4",2014 W19,N(-0.012, 0.00072),NA
"prophet4",2014 W20,N(0.029, 0.00072),NA
"prophet4",2014 W21,N(0.062, 0.00051),NA
"prophet4",2014 W22,N(0.095, 4e-04),NA
"prophet4",2014 W23,N(0.13, 0.00032),0.0938831560916752
"prophet4",2014 W24,N(0.16, 0.00026),0.0481682399799321
"prophet4",2014 W25,N(0.16, 0.00054),0.0220531867765832
"prophet4",2014 W26,N(0.19, 0.00068),0.148770643417849
"prophet4",2014 W27,N(0.21, 5e-04),NA
"prophet4",2014 W28,N(0.23, 0.00033),NA
"prophet4",2014 W29,N(0.21, 0.00037),NA
"prophet4",2014 W30,N(0.22, 5e-04),NA
"prophet4",2014 W31,N(0.2, 0.00054),NA
"prophet4",2014 W32,N(0.2, 0.00059),NA
"prophet4",2014 W33,N(0.19, 0.00014),NA
"prophet4",2014 W34,N(0.19, 0.00033),NA
"prophet4",2014 W35,N(0.16, 0.00042),NA
"prophet4",2014 W36,N(0.15, 0.00063),NA
"prophet4",2014 W37,N(0.14, 0.00058),NA
"prophet4",2014 W38,N(0.14, 0.00064),NA
"prophet4",2014 W39,N(0.12, 0.00036),NA
"prophet4",2014 W40,N(0.11, 0.00042),NA
"prophet4",2014 W41,N(0.11, 0.00047),NA
"prophet4",2014 W42,N(0.12, 0.00074),NA
"prophet4",2014 W43,N(0.13, 0.00039),NA
"prophet4",2014 W44,N(0.13, 0.00064),NA
"prophet4",2014 W45,N(0.13, 7e-04),NA
"prophet4",2014 W46,N(0.16, 0.00056),NA
"prophet4",2014 W47,N(0.17, 0.00026),NA
"prophet4",2014 W48,N(0.15, 0.00053),NA
"prophet4",2014 W49,N(0.14, 0.00045),NA
"prophet4",2014 W50,N(0.12, 0.00041),NA
"prophet4",2014 W51,N(0.11, 0.00054),NA
"prophet4",2014 W52,N(0.07, 0.00046),NA
"prophet4",2015 W01,N(0.019, 0.00023),NA
"prophet4",2015 W02,N(-0.0046, 0.00046),NA
"prophet4",2015 W03,N(-0.06, 0.00056),NA
"prophet4",2015 W04,N(-0.09, 0.00044),NA
"prophet4",2015 W05,N(-0.12, 0.00042),NA
"prophet4",2015 W06,N(-0.14, 0.00067),NA
"prophet4",2015 W07,N(-0.13, 0.00029),NA
"prophet4",2015 W08,N(-0.17, 0.00066),NA
"prophet4",2015 W09,N(-0.16, 0.00058),NA
"prophet4",2015 W10,N(-0.17, 0.00042),NA
"prophet4",2015 W11,N(-0.15, 7e-04),NA
"prophet4",2015 W12,N(-0.17, 6e-04),NA
"prophet4",2015 W13,N(-0.15, 0.00066),NA
"prophet4",2015 W14,N(-0.12, 0.00038),NA
"prophet4",2015 W15,N(-0.1, 0.00091),NA
"prophet4",2015 W16,N(-0.09, 0.00044),NA
"prophet4",2015 W17,N(-0.081, 0.00034),NA
"prophet4",2015 W18,N(-0.043, 0.00042),NA
"prophet4",2015 W19,N(-0.016, 0.00079),NA
"prophet4",2015 W20,N(0.017, 0.00028),NA
"prophet4",2015 W21,N(0.049, 0.00059),NA
"prophet4",2015 W22,N(0.084, 0.00053),NA
"prophet4",2015 W23,N(0.11, 0.00029),-0.00660908792389308
"prophet4",2015 W24,N(0.15, 6e-04),0.00744082089763114
"prophet4",2015 W25,N(0.17, 0.00063),0.0267129251900868
"prophet4",2015 W26,N(0.2, 0.00034),0.0359559454999792
"prophet4",2015 W27,N(0.21, 0.00052),NA
"prophet4",2015 W28,N(0.2, 4e-04),NA
"prophet4",2015 W29,N(0.2, 0.00057),NA
"prophet4",2015 W30,N(0.21, 0.00055),NA
"prophet4",2015 W31,N(0.22, 0.00064),NA
"prophet4",2015 W32,N(0.19, 0.00042),NA
"prophet4",2015 W33,N(0.18, 0.00042),NA
"prophet4",2015 W34,N(0.17, 0.00045),NA
"prophet4",2015 W35,N(0.15, 0.00056),NA
"prophet4",2015 W36,N(0.15, 8e-04),NA
"prophet4",2015 W37,N(0.14, 0.00057),NA
"prophet4",2015 W38,N(0.12, 4e-04),NA
"prophet4",2015 W39,N(0.12, 0.00077),NA
"prophet4",2015 W40,N(0.11, 0.00031),NA
"prophet4",2015 W41,N(0.086, 0.00042),NA
"prophet4",2015 W42,N(0.094, 2e-04),NA
"prophet4",2015 W43,N(0.12, 0.00056),NA
"prophet4",2015 W44,N(0.13, 0.00033),NA
"prophet4",2015 W45,N(0.14, 0.00043),NA
"prophet4",2015 W46,N(0.15, 0.00057),NA
"prophet4",2015 W47,N(0.15, 0.00045),NA
"prophet4",2015 W48,N(0.16, 0.00051),NA
"prophet4",2015 W49,N(0.15, 0.00053),NA
"prophet4",2015 W50,N(0.13, 0.00049),NA
"prophet4",2015 W51,N(0.088, 0.00038),NA
"prophet4",2015 W52,N(0.074, 0.00037),NA
"prophet4",2015 W53,N(0.14, 0.00065),NA
"prophet4",2016 W01,N(0.18, 0.00029),NA
"prophet4",2016 W02,N(-0.045, 0.00031),NA
"prophet4",2016 W03,N(-0.071, 0.00071),NA
"prophet4",2016 W04,N(-0.11, 0.00071),NA
"prophet4",2016 W05,N(-0.14, 0.00047),NA
"prophet4",2016 W06,N(-0.13, 0.00055),NA
"prophet4",2016 W07,N(-0.16, 0.00044),NA
"prophet4",2016 W08,N(-0.19, 0.00037),NA
"prophet4",2016 W09,N(-0.17, 0.00048),NA
"prophet4",2016 W10,N(-0.17, 0.00028),NA
"prophet4",2016 W11,N(-0.15, 0.00061),NA
"prophet4",2016 W12,N(-0.15, 0.00036),NA
"prophet4",2016 W13,N(-0.074, 0.00051),NA
"prophet4",2016 W14,N(-0.082, 0.00034),NA
"prophet4",2016 W15,N(-0.075, 0.00039),NA
"prophet4",2016 W16,N(-0.079, 0.00063),NA
"prophet4",2016 W17,N(-0.057, 0.00043),NA
"prophet4",2016 W18,N(0.0051, 0.00051),NA
"prophet4",2016 W19,N(0.027, 0.00067),NA
"prophet4",2016 W20,N(0.061, 0.00035),NA
"prophet4",2016 W21,N(0.088, 0.00034),NA
"prophet4",2016 W22,N(0.13, 0.00032),-0.0270498147698953
"prophet4",2016 W23,N(0.16, 0.00049),0.00330365390907642
"prophet4",2016 W24,N(0.17, 0.00041),0.021479267958361
"prophet4",2016 W25,N(0.17, 0.00056),-0.0215302588626248
"prophet4",2016 W26,N(0.2, 0.00065),NA
"prophet4",2011 W12,N(-0.19, 0.0013),-0.204722219949838
"prophet4",2011 W13,N(-0.19, 0.0033),-0.208009994917155
"prophet4",2011 W14,N(-0.2, 0.0026),-0.149915304094227
"prophet4",2011 W15,N(-0.19, 0.0022),-0.225807380089257
"prophet4",2011 W16,N(-0.18, 0.0021),-0.139038660144536
"prophet4",2011 W17,N(-0.23, 0.0029),-0.22907769876976
"prophet4",2011 W18,N(-0.2, 0.0022),-0.23237639094779
"prophet4",2011 W19,N(-0.2, 0.0029),-0.25047356286076
"prophet4",2011 W20,N(-0.16, 0.0023),-0.211205242457917
"prophet4",2011 W21,N(-0.15, 0.0017),-0.112728903853177
"prophet4",2011 W22,N(-0.22, 0.0017),-0.121443279897635
"prophet4",2011 W23,N(-0.036, 0.002),-0.0874417872400933
"prophet4",2011 W24,N(0.01, 0.0026),-0.0629509713204127
"prophet4",2011 W25,N(0.045, 0.0018),-0.0328878604042012
"prophet4",2011 W26,N(0.075, 0.0016),0.00662486758059311
"prophet4",2011 W27,N(0.084, 0.0018),0.0562131659877634
"prophet4",2011 W28,N(0.088, 0.0017),0.0527707355325446
"prophet4",2011 W29,N(0.085, 0.0016),0.0493283050773257
"prophet4",2011 W30,N(0.054, 0.0019),0.0458858746221068
"prophet4",2011 W31,N(-0.013, 0.0026),0.042443444166888
"prophet4",2011 W32,N(-0.019, 0.0019),0.0366094532505772
"prophet4",2011 W33,N(-0.036, 0.0035),-0.117395270787449
"prophet4",2011 W34,N(-0.025, 0.0019),-0.0615134420009229
"prophet4",2011 W35,N(-0.04, 0.0034),-0.00563161321439715
"prophet4",2011 W36,N(-0.018, 0.0019),0.0380486524261916
"prophet4",2011 W37,N(0.017, 0.001),0.071172234903144
"prophet4",2011 W38,N(0.058, 0.00075),0.0938800171090196
"prophet4",2011 W39,N(0.098, 0.0015),0.116587799314895
"prophet4",2011 W40,N(0.14, 0.0019),0.126922592390077
"prophet4",2011 W41,N(0.17, 0.0012),0.0689419913579645
"prophet4",2011 W42,N(0.22, 0.0022),0.130517913683647
"prophet4",2011 W43,N(0.22, 0.0016),0.192093836009329
"prophet4",2011 W44,N(0.23, 0.0018),0.253669758335011
"prophet4",2011 W45,N(0.25, 0.0026),0.166668869407767
"prophet4",2011 W46,N(0.25, 0.0015),0.261660835328485
"prophet4",2011 W47,N(0.26, 0.0024),0.233244204970262
"prophet4",2011 W48,N(0.23, 0.0018),0.236666007658105
"prophet4",2011 W49,N(0.24, 0.0017),0.253922339149794
"prophet4",2011 W50,N(0.25, 0.0017),0.271178670641482
"prophet4",2011 W51,N(0.22, 0.0018),0.288435002133171
"prophet4",2011 W52,N(0.14, 0.002),0.184769709527644
"prophet4",2012 W01,N(0.18, 0.0021),0.220111904275009
"prophet4",2012 W02,N(0.13, 0.0024),0.122640237162034
"prophet4",2012 W03,N(0.049, 0.0023),0.0257223829604028
"prophet4",2012 W04,N(0.026, 0.0016),0.00076256626112578
"prophet4",2012 W05,N(-0.017, 0.0012),0.113393609102239
"prophet4",2012 W06,N(-0.032, 0.0018),0.0107124517674781
"prophet4",2012 W07,N(-0.068, 0.0025),-0.0501928496599221
"prophet4",2012 W08,N(-0.083, 0.0017),-0.0701291289908856
"prophet4",2012 W09,N(-0.058, 0.0022),-0.127131930285132
"prophet4",2012 W10,N(-0.063, 0.0021),0.0529277264109392
"prophet4",2012 W11,N(-0.061, 0.0021),-0.0526090423344946
"prophet4",2012 W12,N(-0.053, 0.0027),0.0209717495853437
"prophet4",2012 W13,N(-0.03, 0.0014),0.0267804767752661
"prophet4",2012 W14,N(-0.039, 0.0017),-0.00644340852046294
"prophet4",2012 W15,N(-0.034, 0.0013),-0.0502391191124935
"prophet4",2012 W16,N(-0.068, 0.0025),-0.019356609457152
"prophet4",2012 W17,N(-0.071, 0.0016),0.0720498251641243
"prophet4",2012 W18,N(-0.045, 0.0026),0.0547684832959689
"prophet4",2012 W19,N(-0.056, 0.0019),NA
"prophet4",2012 W20,N(-0.047, 0.0017),NA
"prophet4",2012 W21,N(-0.00049, 0.003),NA
"prophet4",2012 W22,N(0.015, 0.0016),-0.0138338651961338
"prophet4",2012 W23,N(0.031, 0.0018),-0.00383113276996019
"prophet4",2012 W24,N(0.077, 0.0019),0.0207488668161284
"prophet4",2012 W25,N(0.13, 0.0018),-0.0357578997838882
"prophet4",2012 W26,N(0.17, 0.0019),-0.000278748333825303
"prophet4",2012 W27,N(0.19, 0.0011),NA
"prophet4",2012 W28,N(0.21, 0.0021),NA
"prophet4",2012 W29,N(0.16, 0.0013),NA
"prophet4",2012 W30,N(0.13, 0.002),NA
"prophet4",2012 W31,N(0.097, 0.0026),NA
"prophet4",2012 W32,N(0.066, 0.0022),NA
"prophet4",2012 W33,N(0.056, 0.0038),NA
"prophet4",2012 W34,N(0.076, 0.0018),NA
"prophet4",2012 W35,N(0.06, 0.0022),NA
"prophet4",2012 W36,N(0.049, 0.002),NA
"prophet4",2012 W37,N(0.11, 0.0018),NA
"prophet4",2012 W38,N(0.16, 0.0015),NA
"prophet4",2012 W39,N(0.23, 0.0019),NA
"prophet4",2012 W40,N(0.24, 0.0016),NA
"prophet4",2012 W41,N(0.29, 0.0016),NA
"prophet4",2012 W42,N(0.24, 0.0019),NA
"prophet4",2012 W43,N(0.33, 0.0019),NA
"prophet4",2012 W44,N(0.32, 0.0022),NA
"prophet4",2012 W45,N(0.37, 0.0014),NA
