".model","date","value","real.value"
"combined",2015 W29,N(-0.056, 0.0011),NA
"combined",2015 W30,N(-0.025, 0.00093),NA
"combined",2015 W31,N(-0.081, 0.0014),NA
"combined",2015 W32,N(-0.06, 0.00065),NA
"combined",2015 W33,N(-0.096, 0.0012),NA
"combined",2015 W34,N(-0.064, 0.00095),NA
"combined",2015 W35,N(-0.086, 0.0011),NA
"combined",2015 W36,N(-0.13, 0.00069),NA
"combined",2015 W37,N(-0.098, 0.0012),NA
"combined",2015 W38,N(-0.16, 0.00091),NA
"combined",2015 W39,N(-0.15, 0.00065),NA
"combined",2015 W40,N(-0.17, 0.00079),NA
"combined",2015 W41,N(-0.23, 0.00089),NA
"combined",2015 W42,N(-0.17, 0.00077),NA
"combined",2015 W43,N(-0.24, 0.00059),NA
"combined",2015 W44,N(-0.22, 0.0011),NA
"combined",2015 W45,N(-0.19, 0.00097),NA
"combined",2015 W46,N(-0.21, 0.001),NA
"combined",2015 W47,N(-0.17, 0.00077),NA
"combined",2015 W48,N(-0.15, 0.0011),NA
"combined",2015 W49,N(-0.11, 0.0011),NA
"combined",2015 W50,N(-0.099, 0.0012),NA
"combined",2015 W51,N(-0.077, 0.00074),NA
"combined",2015 W52,N(-0.04, 0.0011),NA
"combined",2015 W53,N(-0.12, 0.00071),NA
"combined",2016 W01,N(-0.21, 0.00074),NA
"combined",2016 W02,N(0.019, 0.00067),NA
"combined",2016 W03,N(0.069, 0.0011),NA
"combined",2016 W04,N(0.1, 9e-04),NA
"combined",2016 W05,N(0.12, 0.0011),NA
"combined",2016 W06,N(0.15, 0.001),NA
"combined",2016 W07,N(0.13, 0.00099),NA
"combined",2016 W08,N(0.14, 0.0012),NA
"combined",2016 W09,N(0.14, 0.0012),NA
"combined",2016 W10,N(0.14, 0.0011),NA
"combined",2016 W11,N(0.16, 0.0012),NA
"combined",2016 W12,N(0.15, 0.00093),NA
"combined",2016 W13,N(0.13, 0.00071),NA
"combined",2016 W14,N(0.16, 0.001),NA
"combined",2016 W15,N(0.16, 0.00095),NA
"combined",2016 W16,N(0.15, 0.00093),NA
"combined",2016 W17,N(0.13, 0.00092),NA
"combined",2016 W18,N(0.16, 0.0011),NA
"combined",2016 W19,N(0.12, 0.0014),NA
"combined",2016 W20,N(0.1, 0.001),NA
"combined",2016 W21,N(0.12, 0.00089),NA
"combined",2016 W22,N(0.085, 0.0012),0.060747329833522
"combined",2016 W23,N(0.044, 0.00084),0.0176939060849224
"combined",2016 W24,N(0.02, 0.00073),-0.038478797155806
"combined",2016 W25,N(-0.038, 0.00096),0.0974611624028974
"combined",2016 W26,N(-0.06, 0.00098),NA
"combined",2011 W12,N(-0.11, 0.00069),-0.106519697745569
"combined",2011 W13,N(-0.089, 0.00082),-0.107185796161829
"combined",2011 W14,N(-0.087, 0.00086),-0.162358609672916
"combined",2011 W15,N(-0.042, 0.00087),-0.156920928122836
"combined",2011 W16,N(-0.14, 0.00087),-0.0680176164889216
"combined",2011 W17,N(-0.074, 0.00088),-0.111339911407243
"combined",2011 W18,N(-0.059, 0.00088),-0.0702884395000316
"combined",2011 W19,N(-0.12, 0.00088),-0.0854897214394409
"combined",2011 W20,N(-0.13, 0.00088),-0.0529200352205966
"combined",2011 W21,N(-0.17, 0.00088),-0.121829343765489
"combined",2011 W22,N(-0.11, 0.00088),0.0247241611798331
"combined",2011 W23,N(-0.089, 0.00088),-0.105091277212686
"combined",2011 W24,N(-0.12, 0.00088),-0.176461468690053
"combined",2011 W25,N(-0.12, 0.00088),-0.184925660323475
"combined",2011 W26,N(-0.14, 0.00088),-0.269466422443353
"combined",2011 W27,N(-0.17, 0.00088),-0.149695946753045
"combined",2011 W28,N(-0.17, 0.00088),-0.146637308601536
"combined",2011 W29,N(-0.18, 0.00088),-0.143578670450026
"combined",2011 W30,N(-0.18, 0.00088),-0.140520032298517
"combined",2011 W31,N(-0.21, 0.00088),-0.137461394147007
"combined",2011 W32,N(-0.19, 0.00088),-0.201438371888541
"combined",2011 W33,N(-0.2, 0.00088),-0.152224167973011
"combined",2011 W34,N(-0.18, 0.00088),-0.171592601707238
"combined",2011 W35,N(-0.13, 0.00088),-0.190961035441466
"combined",2011 W36,N(-0.16, 0.00088),-0.181586054226317
"combined",2011 W37,N(-0.16, 0.00088),-0.103764843193286
"combined",2011 W38,N(-0.17, 0.00088),-0.129957146410576
"combined",2011 W39,N(-0.17, 0.00088),-0.156149449627867
"combined",2011 W40,N(-0.18, 0.00088),-0.188162655594616
"combined",2011 W41,N(-0.17, 0.00088),-0.228634160188103
"combined",2011 W42,N(-0.18, 0.00088),-0.185654853462274
"combined",2011 W43,N(-0.16, 0.00088),-0.142675546736444
"combined",2011 W44,N(-0.15, 0.00088),-0.0996962400106148
"combined",2011 W45,N(-0.13, 0.00088),-0.112259106173861
"combined",2011 W46,N(-0.099, 0.00088),-0.110990198564068
"combined",2011 W47,N(-0.092, 0.00088),-0.0986743586985662
"combined",2011 W48,N(-0.083, 0.00088),-0.0958867680773413
"combined",2011 W49,N(-0.11, 0.00088),-0.103322886426759
"combined",2011 W50,N(-0.11, 0.00088),-0.110759004776176
"combined",2011 W51,N(-0.07, 0.00088),-0.118195123125593
"combined",2011 W52,N(-0.072, 0.00088),-0.138159169883481
"combined",2012 W01,N(-0.12, 0.00088),-0.0833200939986961
"combined",2012 W02,N(-0.086, 0.00088),-0.0990498304743579
"combined",2012 W03,N(-0.05, 0.00088),-0.106880716578096
"combined",2012 W04,N(-0.068, 0.00088),-0.0708255249567934
"combined",2012 W05,N(-0.032, 0.00088),-0.120148911063387
"combined",2012 W06,N(-0.071, 0.00088),-0.0170853562397221
"combined",2012 W07,N(-0.047, 0.00088),-0.0615270380532316
"combined",2012 W08,N(-0.05, 0.00088),-0.0314039717296468
"combined",2012 W09,N(-0.052, 0.00088),-0.166562086602754
"combined",2012 W10,N(-0.062, 0.00088),-0.0698861887121357
"combined",2012 W11,N(-0.041, 0.00088),-0.0798349199354636
"combined",2012 W12,N(-0.084, 0.00088),-0.00121781715300471
"combined",2012 W13,N(-0.1, 0.00088),-0.101219751998499
"combined",2012 W14,N(-0.1, 0.00088),-0.17330008550749
"combined",2012 W15,N(-0.13, 0.00088),-0.204665769028674
"combined",2012 W16,N(-0.1, 0.00088),-0.24537626996916
"combined",2012 W17,N(-0.089, 0.00088),-0.205114183019399
"combined",2012 W18,N(-0.12, 0.00088),-0.191117918951657
"combined",2012 W19,N(-0.12, 0.00088),NA
"combined",2012 W20,N(-0.13, 0.00088),NA
"combined",2012 W21,N(-0.14, 0.00088),NA
"combined",2012 W22,N(-0.12, 0.00088),-0.181050001554436
"combined",2012 W23,N(-0.12, 0.00088),-0.168812671617009
"combined",2012 W24,N(-0.13, 0.00088),-0.146608218702796
"combined",2012 W25,N(-0.15, 0.00088),-0.220860040891009
"combined",2012 W26,N(-0.16, 0.00088),-0.173568480752568
"combined",2012 W27,N(-0.17, 0.00088),NA
"combined",2012 W28,N(-0.2, 0.00088),NA
"combined",2012 W29,N(-0.17, 0.00088),NA
"combined",2012 W30,N(-0.18, 0.00088),NA
"combined",2012 W31,N(-0.18, 0.00088),NA
"combined",2012 W32,N(-0.17, 0.00088),NA
"combined",2012 W33,N(-0.18, 0.00088),NA
"combined",2012 W34,N(-0.18, 0.00088),NA
"combined",2012 W35,N(-0.18, 0.00088),NA
"combined",2012 W36,N(-0.17, 0.00088),NA
"combined",2012 W37,N(-0.16, 0.00088),NA
"combined",2012 W38,N(-0.16, 0.00088),NA
"combined",2012 W39,N(-0.17, 0.00088),NA
"combined",2012 W40,N(-0.17, 0.00088),NA
"combined",2012 W41,N(-0.19, 0.00088),NA
"combined",2012 W42,N(-0.096, 0.00088),NA
"combined",2012 W43,N(-0.17, 0.00088),NA
"combined",2012 W44,N(-0.15, 0.00088),NA
"combined",2012 W45,N(-0.17, 0.00088),NA
"combined",2012 W46,N(-0.13, 0.00088),NA
"combined",2012 W47,N(-0.12, 0.00088),NA
"combined",2012 W48,N(-0.12, 0.00088),NA
"combined",2012 W49,N(-0.065, 0.00088),NA
"combined",2012 W50,N(-0.056, 0.00088),NA
"combined",2012 W51,N(-0.096, 0.00088),NA
"combined",2012 W52,N(-0.052, 0.00088),NA
"combined",2013 W01,N(-0.12, 0.00088),NA
"combined",2013 W02,N(-0.092, 0.00088),NA
"combined",2013 W03,N(-0.1, 0.00088),NA
"combined",2013 W04,N(-0.1, 0.00088),NA
"combined",2013 W05,N(-0.082, 0.00088),NA
"combined",2013 W06,N(-0.056, 0.00088),NA
"combined",2013 W07,N(-0.093, 0.00088),NA
"combined",2013 W08,N(-0.034, 0.00088),NA
"combined",2013 W09,N(-0.052, 0.00088),NA
"combined",2013 W10,N(-0.04, 0.00088),NA
"combined",2013 W11,N(-0.07, 0.00088),NA
"combined",2013 W12,N(-0.059, 0.00088),NA
"combined",2013 W13,N(-0.077, 0.00088),NA
"combined",2013 W14,N(-0.085, 0.00088),NA
"combined",2013 W15,N(-0.097, 0.00088),NA
"combined",2013 W16,N(-0.067, 0.00088),NA
"combined",2013 W17,N(-0.074, 0.00088),NA
"combined",2013 W18,N(-0.086, 0.00088),NA
"combined",2013 W19,N(-0.061, 0.00088),NA
"combined",2013 W20,N(-0.1, 0.00088),NA
"combined",2013 W21,N(-0.092, 0.00088),NA
"combined",2013 W22,N(-0.083, 0.00088),NA
"combined",2013 W23,N(-0.12, 0.00088),-0.191342265806713
"combined",2013 W24,N(-0.11, 0.00088),-0.148169684186716
"combined",2013 W25,N(-0.16, 0.00088),-0.0588371111399542
"combined",2013 W26,N(-0.18, 0.00088),-0.109901742764976
"combined",2013 W27,N(-0.18, 0.00088),NA
"combined",2013 W28,N(-0.19, 0.00088),NA
"combined",2013 W29,N(-0.25, 0.00088),NA
"combined",2013 W30,N(-0.24, 0.00088),NA
"combined",2013 W31,N(-0.22, 0.00088),NA
"combined",2013 W32,N(-0.22, 0.00088),NA
"combined",2013 W33,N(-0.25, 0.00088),NA
"combined",2013 W34,N(-0.22, 0.00088),NA
"combined",2013 W35,N(-0.22, 0.00088),NA
"combined",2013 W36,N(-0.23, 0.00088),NA
"combined",2013 W37,N(-0.23, 0.00088),NA
"combined",2013 W38,N(-0.23, 0.00088),NA
"combined",2013 W39,N(-0.23, 0.00088),NA
"combined",2013 W40,N(-0.19, 0.00088),NA
"combined",2013 W41,N(-0.17, 0.00088),NA
"combined",2013 W42,N(-0.2, 0.00088),NA
"combined",2013 W43,N(-0.18, 0.00088),NA
"combined",2013 W44,N(-0.18, 0.00088),NA
"combined",2013 W45,N(-0.15, 0.00088),NA
"combined",2013 W46,N(-0.13, 0.00088),NA
"combined",2013 W47,N(-0.14, 0.00088),NA
"combined",2013 W48,N(-0.11, 0.00088),NA
"combined",2013 W49,N(-0.11, 0.00088),NA
"combined",2013 W50,N(-0.1, 0.00088),NA
"combined",2013 W51,N(-0.071, 0.00088),NA
"combined",2013 W52,N(-0.083, 0.00088),NA
"combined",2014 W01,N(-0.071, 0.00088),NA
"combined",2014 W02,N(-0.13, 0.00088),NA
"combined",2014 W03,N(-0.08, 0.00088),NA
"combined",2014 W04,N(-0.12, 0.00088),NA
"combined",2014 W05,N(-0.038, 0.00088),NA
"combined",2014 W06,N(-0.05, 0.00088),NA
"combined",2014 W07,N(-0.063, 0.00088),NA
"combined",2014 W08,N(-0.063, 0.00088),NA
"combined",2014 W09,N(-0.077, 0.00088),NA
"combined",2014 W10,N(-0.064, 0.00088),NA
"combined",2014 W11,N(-0.058, 0.00088),NA
"combined",2014 W12,N(-0.039, 0.00088),NA
"combined",2014 W13,N(-0.024, 0.00088),NA
"combined",2014 W14,N(-0.065, 0.00088),NA
"combined",2014 W15,N(-0.089, 0.00088),NA
"combined",2014 W16,N(-0.09, 0.00088),NA
"combined",2014 W17,N(-0.11, 0.00088),NA
"combined",2014 W18,N(-0.12, 0.00088),NA
"combined",2014 W19,N(-0.11, 0.00088),NA
"combined",2014 W20,N(-0.098, 0.00088),NA
"combined",2014 W21,N(-0.12, 0.00088),NA
"combined",2014 W22,N(-0.11, 0.00088),NA
"combined",2014 W23,N(-0.14, 0.00088),-0.223703482355893
"combined",2014 W24,N(-0.15, 0.00088),-0.123950473009043
"combined",2014 W25,N(-0.2, 0.00088),-0.222176194692642
"combined",2014 W26,N(-0.16, 0.00088),-0.175126608374069
"combined",2014 W27,N(-0.17, 0.00088),NA
"combined",2014 W28,N(-0.15, 0.00088),NA
"combined",2014 W29,N(-0.25, 0.00088),NA
"combined",2014 W30,N(-0.24, 0.00088),NA
"combined",2014 W31,N(-0.25, 0.00088),NA
"combined",2014 W32,N(-0.21, 0.00088),NA
"combined",2014 W33,N(-0.21, 0.00088),NA
"combined",2014 W34,N(-0.18, 0.00088),NA
"combined",2014 W35,N(-0.17, 0.00088),NA
"combined",2014 W36,N(-0.22, 0.00088),NA
"combined",2014 W37,N(-0.22, 0.00088),NA
"combined",2014 W38,N(-0.18, 0.00088),NA
"combined",2014 W39,N(-0.17, 0.00088),NA
"combined",2014 W40,N(-0.2, 0.00088),NA
"combined",2014 W41,N(-0.21, 0.00088),NA
"combined",2014 W42,N(-0.2, 0.00088),NA
"combined",2014 W43,N(-0.16, 0.00088),NA
"combined",2014 W44,N(-0.17, 0.00088),NA
"combined",2014 W45,N(-0.17, 0.00088),NA
"combined",2014 W46,N(-0.12, 0.00088),NA
"combined",2014 W47,N(-0.11, 0.00088),NA
"combined",2014 W48,N(-0.13, 0.00088),NA
"combined",2014 W49,N(-0.11, 0.00088),NA
"combined",2014 W50,N(-0.15, 0.00088),NA
"combined",2014 W51,N(-0.079, 0.00088),NA
"combined",2014 W52,N(-0.11, 0.00088),NA
"combined",2015 W01,N(-0.13, 0.00088),NA
"combined",2015 W02,N(-0.11, 0.00088),NA
"combined",2015 W03,N(-0.11, 0.00088),NA
"combined",2015 W04,N(-0.086, 0.00088),NA
"combined",2015 W05,N(-0.082, 0.00088),NA
"combined",2015 W06,N(-0.08, 0.00088),NA
"combined",2015 W07,N(-0.011, 0.00088),NA
"combined",2015 W08,N(-0.071, 0.00088),NA
"combined",2015 W09,N(-0.041, 0.00088),NA
"combined",2015 W10,N(-0.07, 0.00088),NA
"combined",2015 W11,N(-0.064, 0.00088),NA
"combined",2015 W12,N(-0.13, 0.00088),NA
"combined",2015 W13,N(-0.12, 0.00088),NA
"combined",2015 W14,N(-0.089, 0.00088),NA
"combined",2015 W15,N(-0.12, 0.00088),NA
"combined",2015 W16,N(-0.12, 0.00088),NA
"combined",2015 W17,N(-0.15, 0.00088),NA
"combined",2015 W18,N(-0.12, 0.00088),NA
"combined",2015 W19,N(-0.12, 0.00088),NA
"combined",2015 W20,N(-0.15, 0.00088),NA
"combined",2015 W21,N(-0.12, 0.00088),NA
"combined",2015 W22,N(-0.15, 0.00088),NA
"combined",2015 W23,N(-0.18, 0.00088),-0.227673440939006
"combined",2015 W24,N(-0.16, 0.00088),-0.139673649713819
"combined",2015 W25,N(-0.14, 0.00088),-0.210049362359932
"combined",2015 W26,N(-0.14, 0.00088),-0.171952237664773
"combined",2015 W27,N(-0.19, 0.00088),NA
"combined",2015 W28,N(-0.22, 0.00088),NA
"combined",2015 W29,N(-0.25, 0.00088),NA
"combined",2015 W30,N(-0.24, 0.00088),NA
"combined",2015 W31,N(-0.2, 0.00088),NA
"combined",2015 W32,N(-0.28, 0.00088),NA
"combined",2015 W33,N(-0.28, 0.00088),NA
"combined",2015 W34,N(-0.23, 0.00088),NA
"combined",2015 W35,N(-0.26, 0.00088),NA
"combined",2015 W36,N(-0.25, 0.00088),NA
"combined",2015 W37,N(-0.21, 0.00088),NA
"combined",2015 W38,N(-0.21, 0.00088),NA
"combined",2015 W39,N(-0.17, 0.00088),NA
"combined",2015 W40,N(-0.19, 0.00088),NA
"combined",2015 W41,N(-0.18, 0.00088),NA
"combined",2015 W42,N(-0.23, 0.00088),NA
"combined",2015 W43,N(-0.17, 0.00088),NA
"combined",2015 W44,N(-0.16, 0.00088),NA
"combined",2015 W45,N(-0.17, 0.00088),NA
"combined",2015 W46,N(-0.17, 0.00088),NA
"combined",2015 W47,N(-0.15, 0.00088),NA
"combined",2015 W48,N(-0.11, 0.00088),NA
"combined",2015 W49,N(-0.084, 0.00088),NA
"combined",2015 W50,N(-0.12, 0.00088),NA
"combined",2015 W51,N(-0.14, 0.00088),NA
"combined",2015 W52,N(-0.11, 0.00088),NA
"combined",2015 W53,N(0.058, 0.00088),NA
"combined",2016 W01,N(0.21, 0.00088),NA
"combined",2016 W02,N(-0.084, 0.00088),NA
"combined",2016 W03,N(-0.11, 0.00088),NA
"combined",2016 W04,N(-0.1, 0.00088),NA
"combined",2016 W05,N(-0.082, 0.00088),NA
"combined",2016 W06,N(-0.049, 0.00088),NA
"combined",2016 W07,N(-0.084, 0.00088),NA
"combined",2016 W08,N(-0.071, 0.00088),NA
"combined",2016 W09,N(-0.095, 0.00088),NA
"combined",2016 W10,N(-0.071, 0.00088),NA
"combined",2016 W11,N(-0.08, 0.00088),NA
"combined",2016 W12,N(-0.092, 0.00088),NA
"combined",2016 W13,N(-0.0023, 0.00088),NA
"combined",2016 W14,N(-0.073, 0.00088),NA
"combined",2016 W15,N(-0.085, 0.00088),NA
"combined",2016 W16,N(-0.067, 0.00088),NA
"combined",2016 W17,N(-0.1, 0.00088),NA
"combined",2016 W18,N(-0.077, 0.00088),NA
"combined",2016 W19,N(-0.12, 0.00088),NA
"combined",2016 W20,N(-0.093, 0.00088),NA
"combined",2016 W21,N(-0.14, 0.00088),NA
"combined",2016 W22,N(-0.13, 0.00088),-0.174010614987527
"combined",2016 W23,N(-0.17, 0.00088),-0.121868284343976
"combined",2016 W24,N(-0.17, 0.00088),-0.165409405320691
"combined",2016 W25,N(-0.17, 0.00088),-0.159207002168151
"combined",2016 W26,N(-0.16, 0.00088),NA
"combined",2011 W12,N(0.19, 0.00077),0.213728356140157
"combined",2011 W13,N(0.12, 9e-04),0.200001282281387
"combined",2011 W14,N(0.057, 0.00091),0.174740526321724
"combined",2011 W15,N(0.055, 0.00092),0.0893325803765211
"combined",2011 W16,N(0.049, 0.001),0.0527294381734435
"combined",2011 W17,N(0.035, 0.001),-0.021722592647229
"combined",2011 W18,N(-0.068, 0.00096),-0.156842958640839
"combined",2011 W19,N(-0.11, 0.0012),-0.180118585223995
"combined",2011 W20,N(-0.24, 0.001),-0.197854416469102
"combined",2011 W21,N(-0.19, 0.0011),-0.117018456496567
"combined",2011 W22,N(-0.056, 9e-04),-0.122229239739493
"combined",2011 W23,N(-0.25, 0.00089),-0.219132251042048
"combined",2011 W24,N(-0.24, 0.00089),-0.137072872638654
"combined",2011 W25,N(-0.14, 0.0012),-0.0997473219134801
"combined",2011 W26,N(-0.11, 0.001),-0.0588991886457483
"combined",2011 W27,N(-0.055, 0.00085),0.119423110534092
"combined",2011 W28,N(0.032, 0.0011),0.150027016528284
"combined",2011 W29,N(0.095, 0.00093),0.180630922522477
"combined",2011 W30,N(0.16, 0.00089),0.211234828516669
"combined",2011 W31,N(0.23, 0.0011),0.241838734510862
"combined",2011 W32,N(0.23, 8e-04),0.356969193444223
"combined",2011 W33,N(0.23, 0.00085),0.371721752564282
"combined",2011 W34,N(0.16, 0.00089),0.212107424816315
"combined",2011 W35,N(0.061, 0.00094),0.0524930970683474
"combined",2011 W36,N(0.02, 0.00086),0.0750390478876977
"combined",2011 W37,N(-0.061, 0.001),0.0210889512775745
"combined",2011 W38,N(-0.1, 0.0011),-0.0522886423623192
"combined",2011 W39,N(-0.14, 0.00091),-0.125666236002213
"combined",2011 W40,N(-0.2, 0.00096),-0.236260006601918
"combined",2011 W41,N(-0.22, 0.00097),-0.261051023198264
"combined",2011 W42,N(-0.19, 0.00095),-0.23359629203229
"combined",2011 W43,N(-0.16, 0.00092),-0.206141560866315
"combined",2011 W44,N(-0.09, 0.00093),-0.17868682970034
"combined",2011 W45,N(-0.00098, 0.00084),-0.113845540413024
"combined",2011 W46,N(-0.0033, 0.00088),0.0413322456589315
"combined",2011 W47,N(0.0072, 0.00092),0.214306034521686
"combined",2011 W48,N(0.12, 0.001),0.187021203137027
"combined",2011 W49,N(0.094, 0.00088),0.122493714266865
"combined",2011 W50,N(0.069, 0.001),0.0579662253967033
"combined",2011 W51,N(-0.0039, 0.001),-0.00656126347345846
"combined",2011 W52,N(0.018, 0.00082),-0.0333427094701085
"combined",2012 W01,N(0.0049, 0.00093),-0.136345185317209
"combined",2012 W02,N(-0.037, 0.00099),-0.071241762823648
"combined",2012 W03,N(-0.068, 0.001),-0.0619487370649233
"combined",2012 W04,N(-0.054, 0.0011),-0.00293005315478142
"combined",2012 W05,N(-0.06, 0.00097),0.025147395569256
"combined",2012 W06,N(-0.028, 0.0011),0.0192242488859784
"combined",2012 W07,N(-0.041, 0.00096),-0.000111777025182972
"combined",2012 W08,N(-0.028, 0.001),0.0174744307093773
"combined",2012 W09,N(0.016, 0.00099),0.0113580726128072
"combined",2012 W10,N(0.02, 0.00093),0.0592232700343654
"combined",2012 W11,N(0.027, 0.001),-0.0120807400962666
"combined",2012 W12,N(0.021, 0.00092),0.027512911476691
"combined",2012 W13,N(0.061, 0.00087),-0.0126897413616326
"combined",2012 W14,N(0.024, 0.00086),0.0322362146201028
"combined",2012 W15,N(-0.029, 0.001),-0.0113287735287465
"combined",2012 W16,N(-0.0025, 0.00096),0.0371749383830381
"combined",2012 W17,N(-0.064, 0.001),-0.0821243453314392
"combined",2012 W18,N(-0.078, 0.00097),-0.015700597236153
"combined",2012 W19,N(-0.2, 0.00087),NA
"combined",2012 W20,N(-0.22, 0.00085),NA
"combined",2012 W21,N(-0.25, 0.001),NA
"combined",2012 W22,N(-0.26, 0.00084),0.133667478727015
"combined",2012 W23,N(-0.2, 0.00086),0.0641438909678612
"combined",2012 W24,N(-0.18, 0.00096),0.117668674702653
"combined",2012 W25,N(-0.13, 9e-04),0.042095673503262
"combined",2012 W26,N(-0.078, 0.00093),0.0508749691060527
"combined",2012 W27,N(0.0017, 0.00094),NA
"combined",2012 W28,N(0.075, 0.0012),NA
"combined",2012 W29,N(0.13, 0.001),NA
"combined",2012 W30,N(0.17, 0.0011),NA
"combined",2012 W31,N(0.24, 0.00095),NA
"combined",2012 W32,N(0.26, 0.00093),NA
"combined",2012 W33,N(0.25, 0.0011),NA
"combined",2012 W34,N(0.17, 0.00093),NA
"combined",2012 W35,N(0.1, 0.00098),NA
"combined",2012 W36,N(0.057, 0.00099),NA
"combined",2012 W37,N(-0.039, 0.00097),NA
"combined",2012 W38,N(-0.1, 0.00094),NA
"combined",2012 W39,N(-0.14, 0.00086),NA
"combined",2012 W40,N(-0.16, 0.00091),NA
"combined",2012 W41,N(-0.15, 0.001),NA
"combined",2012 W42,N(-0.17, 0.00094),NA
"combined",2012 W43,N(-0.1, 0.0012),NA
"combined",2012 W44,N(-0.075, 0.00099),NA
"combined",2012 W45,N(-0.016, 0.00098),NA
"combined",2012 W46,N(0.076, 0.00097),NA
"combined",2012 W47,N(0.096, 0.00099),NA
"combined",2012 W48,N(0.15, 0.00096),NA
"combined",2012 W49,N(0.14, 0.00095),NA
"combined",2012 W50,N(0.15, 0.0011),NA
"combined",2012 W51,N(0.07, 0.001),NA
"combined",2012 W52,N(0.052, 0.00088),NA
"combined",2013 W01,N(0.012, 0.001),NA
"combined",2013 W02,N(0.02, 0.00091),NA
"combined",2013 W03,N(0.0033, 0.00098),NA
"combined",2013 W04,N(-0.03, 0.0012),NA
"combined",2013 W05,N(-0.074, 0.00092),NA
"combined",2013 W06,N(-0.056, 0.00092),NA
"combined",2013 W07,N(-0.0087, 0.001),NA
"combined",2013 W08,N(0.0027, 8e-04),NA
"combined",2013 W09,N(0.022, 0.0011),NA
"combined",2013 W10,N(-0.032, 0.00089),NA
"combined",2013 W11,N(0.017, 9e-04),NA
"combined",2013 W12,N(0.061, 0.00094),NA
"combined",2013 W13,N(0.14, 0.001),NA
"combined",2013 W14,N(0.069, 0.001),NA
"combined",2013 W15,N(0.02, 0.00099),NA
"combined",2013 W16,N(0.02, 0.00093),NA
"combined",2013 W17,N(-0.043, 0.00092),NA
"combined",2013 W18,N(-0.12, 0.001),NA
"combined",2013 W19,N(-0.16, 0.00092),NA
"combined",2013 W20,N(-0.2, 0.00094),NA
"combined",2013 W21,N(-0.25, 0.001),NA
"combined",2013 W22,N(-0.23, 0.00082),NA
"combined",2013 W23,N(-0.24, 0.0011),0.0650826859755212
"combined",2013 W24,N(-0.21, 0.00096),0.09322354663686
"combined",2013 W25,N(-0.17, 0.0011),0.0363905966692787
"combined",2013 W26,N(-0.12, 0.0011),-0.00570017344368178
"combined",2013 W27,N(-0.045, 0.001),NA
"combined",2013 W28,N(0.085, 0.0011),NA
"combined",2013 W29,N(0.15, 0.00086),NA
"combined",2013 W30,N(0.15, 0.00089),NA
"combined",2013 W31,N(0.24, 0.001),NA
"combined",2013 W32,N(0.25, 0.0012),NA
"combined",2013 W33,N(0.32, 0.0011),NA
"combined",2013 W34,N(0.19, 0.00096),NA
"combined",2013 W35,N(0.16, 0.00095),NA
"combined",2013 W36,N(0.087, 0.00089),NA
"combined",2013 W37,N(-0.0068, 0.001),NA
"combined",2013 W38,N(-0.064, 0.00091),NA
"combined",2013 W39,N(-0.077, 0.0011),NA
"combined",2013 W40,N(-0.15, 0.00093),NA
"combined",2013 W41,N(-0.17, 0.001),NA
"combined",2013 W42,N(-0.16, 0.00097),NA
"combined",2013 W43,N(-0.15, 0.0012),NA
"combined",2013 W44,N(-0.085, 0.00099),NA
"combined",2013 W45,N(-0.026, 0.0011),NA
"combined",2013 W46,N(-0.01, 0.001),NA
"combined",2013 W47,N(0.088, 0.001),NA
"combined",2013 W48,N(0.16, 0.00091),NA
"combined",2013 W49,N(0.19, 0.001),NA
"combined",2013 W50,N(0.1, 0.00086),NA
"combined",2013 W51,N(0.033, 0.00094),NA
"combined",2013 W52,N(0.00054, 0.001),NA
"combined",2014 W01,N(-0.024, 0.00091),NA
"combined",2014 W02,N(-0.026, 0.00094),NA
"combined",2014 W03,N(-0.048, 0.00095),NA
"combined",2014 W04,N(-0.051, 0.00086),NA
"combined",2014 W05,N(-0.11, 0.0012),NA
"combined",2014 W06,N(-0.062, 0.00094),NA
"combined",2014 W07,N(-0.049, 0.00091),NA
"combined",2014 W08,N(-0.088, 9e-04),NA
"combined",2014 W09,N(-0.049, 0.00095),NA
"combined",2014 W10,N(-0.051, 9e-04),NA
"combined",2014 W11,N(0.013, 0.00098),NA
"combined",2014 W12,N(0.0076, 0.00083),NA
"combined",2014 W13,N(-0.013, 0.00093),NA
"combined",2014 W14,N(-0.011, 0.00095),NA
"combined",2014 W15,N(0.048, 0.00092),NA
"combined",2014 W16,N(-0.00032, 0.001),NA
"combined",2014 W17,N(-0.038, 0.00092),NA
"combined",2014 W18,N(-0.1, 0.0012),NA
"combined",2014 W19,N(-0.11, 0.00098),NA
"combined",2014 W20,N(-0.17, 0.00089),NA
"combined",2014 W21,N(-0.2, 9e-04),NA
"combined",2014 W22,N(-0.2, 0.0011),NA
"combined",2014 W23,N(-0.25, 0.0011),0.105434391075412
"combined",2014 W24,N(-0.24, 0.00093),0.0242534236323597
"combined",2014 W25,N(-0.19, 0.0011),0.0806945240078255
"combined",2014 W26,N(-0.17, 0.00088),0.0726211126544703
"combined",2014 W27,N(-0.098, 0.00088),NA
"combined",2014 W28,N(-0.012, 0.00099),NA
"combined",2014 W29,N(0.072, 0.0011),NA
"combined",2014 W30,N(0.15, 0.00088),NA
"combined",2014 W31,N(0.21, 0.00099),NA
"combined",2014 W32,N(0.24, 0.00097),NA
"combined",2014 W33,N(0.22, 0.001),NA
"combined",2014 W34,N(0.18, 0.001),NA
